1	0	148.37	108.4
1	1	148.11	108.71
1	2	148.73	107.85
1	3	148.51	107.56
1	4	148.85	107.72
1	5	148.87	107.81
1	6	148.11	108.38
1	7	147.5	108.78
1	8	148.18	108.41
1	9	148.11	108.49
1	10	148.23	107.63
1	11	149.99	107.07
1	12	149.4	107.33
1	13	148.1	107.56
1	14	148.55	107.68
1	15	148.83	107.23
1	16	148.3	107.79
1	17	148.04	107.45
1	18	148.42	107.81
1	19	149.15	107.53
1	20	148.86	107.57
1	21	149.22	107.91
1	22	149.1	107.47
1	23	149.03	107.83
1	24	148.91	106.88
1	25	149.14	107.12
1	26	149.26	107.22
1	27	149.42	106.78
1	28	149.73	107.5
1	29	149.25	107.67
1	30	149.69	108.28
1	31	149.59	108.61
1	32	149.27	108.24
1	33	148.81	107.99
1	34	148.77	108.53
1	35	148.7	108.89
1	36	149.23	107.82
1	37	149.63	108.15
1	38	150.06	108.28
1	39	149.98	107.96
1	40	150.13	108.28
1	41	150.45	107.92
1	42	150.17	108.14
1	43	150.24	108.52
1	44	150.27	109.07
1	45	149.55	108.69
1	46	148.91	107.63
1	47	149.57	107.52
1	48	149.63	107.79
1	49	149.73	108.11
1	50	149.51	108.33
1	51	149.24	107.54
1	52	149.1	108.06
1	53	148.82	107.36
1	54	148.75	107.54
1	55	148.73	108.4
1	56	147.63	108.51
1	57	148.09	108.47
1	58	147.66	108.26
1	59	148.25	109.11
1	60	148.8	109
1	61	148.09	108.75
1	62	148.25	108.32
1	63	148.47	107.84
1	64	148.04	108.22
1	65	148.1	108.54
1	66	148.03	108.97
1	67	147.82	109.28
1	68	149.1	109.04
1	69	149.34	108.43
1	70	149.01	108.49
1	71	148.44	108.08
1	72	148.53	108.79
1	73	148.36	108.07
1	74	148.58	107.87
1	75	148.62	107.77
1	76	148.8	107.38
1	77	148.92	107.85
1	78	149.4	108.28
1	79	149.01	107.81
1	80	149.35	107.74
1	81	149.18	108.45
1	82	149.33	109.06
1	83	148.68	109.12
1	84	148.99	108.69
1	85	149.4	108.35
1	86	149.57	108.35
1	87	149.19	108.7
1	88	149.42	107.86
1	89	149.12	107.96
1	90	147.6	107.85
1	91	147.96	107.66
1	92	147.93	107.56
1	93	147.22	107.26
1	94	148.27	107.22
1	95	147.55	106.9
1	96	148.61	107.44
1	97	147.85	107.85
1	98	148.81	107.38
1	99	148.93	108.05
2	0	149.28	181.93
2	1	149.95	182.15
2	2	149.07	182.48
2	3	149.75	181.74
2	4	149.33	181.61
2	5	149.77	182.1
2	6	149.26	181.92
2	7	149.57	182.07
2	8	149.75	181.68
2	9	149.68	181.36
2	10	149.45	181.9
2	11	149.18	181.8
2	12	149.38	181.97
2	13	149.77	182.12
2	14	149.86	181.76
2	15	149.63	182.05
2	16	149.39	182.24
2	17	149.35	182.24
2	18	150.05	182.36
2	19	149.23	182.6
2	20	149.81	182.62
2	21	149.76	182.59
2	22	150.01	183
2	23	149.7	182.28
2	24	149.91	182.95
2	25	149.96	182.51
2	26	149.74	182.79
2	27	149.74	182.08
2	28	150.04	182.65
2	29	150.08	182.83
2	30	150.22	182.41
2	31	150.04	182.96
2	32	149.56	183.07
2	33	150.02	183.22
2	34	149.86	183.01
2	35	149.76	182.88
2	36	149.49	183.39
2	37	149.16	182.92
2	38	149.63	183.08
2	39	150	182.76
2	40	149.92	182.6
2	41	150.04	182.72
2	42	149.81	182.44
2	43	150.31	182.79
2	44	149.79	182.6
2	45	149.42	183.43
2	46	149.9	182.92
2	47	149.95	182.48
2	48	149.67	182.46
2	49	149.89	182.64
2	50	149.71	182.78
2	51	149.86	182.89
2	52	150.11	182.88
2	53	150.56	183.23
2	54	150.22	182.94
2	55	150.46	182.59
2	56	150.3	182.7
2	57	150.62	183.1
2	58	150.49	182.57
2	59	150.2	182.36
2	60	150.61	182.25
2	61	150.37	182.13
2	62	150.08	182.56
2	63	150.43	182.48
2	64	150.01	182.26
2	65	150.3	182.44
2	66	150.04	182.72
2	67	150.63	182.32
2	68	149.74	182.25
2	69	149.88	182.71
2	70	150.16	182.4
2	71	150.03	183
2	72	150.04	182.58
2	73	150.22	182.64
2	74	150.04	182.08
2	75	150.02	181.77
2	76	150.31	182.15
2	77	150.49	181.95
2	78	150.29	182.14
2	79	150.06	182.19
2	80	150.07	181.7
2	81	150.25	182.04
2	82	150.59	182.38
2	83	150.2	182.65
2	84	150.36	182.15
2	85	150.23	181.73
2	86	150.1	181.87
2	87	149.98	181.83
2	88	149.7	181.89
2	89	149.97	182.04
2	90	149.79	181.9
2	91	149.94	181.39
2	92	149.62	181.38
2	93	150.13	180.98
2	94	150.34	181.31
2	95	150.13	181.57
2	96	149.56	180.76
2	97	149.39	181.46
2	98	149.66	181.38
2	99	150.21	181.01
3	0	178.62	182.93
3	1	178.57	182.58
3	2	178.11	182.85
3	3	178.64	183.68
3	4	178.75	183.73
3	5	178.39	183.14
3	6	178.59	182.84
3	7	179.02	183.71
3	8	179.11	183.17
3	9	178.79	182.89
3	10	178.35	182.81
3	11	178.82	183.31
3	12	178.54	183.35
3	13	178.34	183.69
3	14	178.58	183.61
3	15	178.73	183.34
3	16	178.5	182.86
3	17	178.62	183.42
3	18	179.11	182.9
3	19	178.42	182.18
3	20	178.58	182.02
3	21	178.02	182.56
3	22	178.58	182.51
3	23	178.46	182.6
3	24	178.24	182.25
3	25	178.31	182.81
3	26	178.14	182.03
3	27	178.18	182.14
3	28	178.26	182.57
3	29	178.13	182.67
3	30	178.19	182.28
3	31	177.96	182.33
3	32	178.25	182.45
3	33	177.96	182.2
3	34	177.9	181.96
3	35	177.88	182.35
3	36	178.25	182.67
3	37	178.24	182.69
3	38	178.87	182.92
3	39	178.91	182.98
3	40	178.54	182.28
3	41	178.34	182.27
3	42	178.48	182.26
3	43	178.45	182.38
3	44	178.47	182.52
3	45	178.81	182.12
3	46	178.56	182.53
3	47	178.3	182.23
3	48	178.72	182.41
3	49	178.62	182.25
3	50	178.56	182.64
3	51	178.29	181.89
3	52	178.37	182.35
3	53	177.89	182.4
3	54	178.18	181.98
3	55	178.1	182.46
3	56	178.29	182.52
3	57	178.24	182.73
3	58	178.22	183.07
3	59	178.25	182.82
3	60	178.02	182.38
3	61	178.24	182.77
3	62	178.08	182.83
3	63	178.09	183.22
3	64	178.24	182.53
3	65	178.18	182.05
3	66	177.76	182.42
3	67	178.22	182.56
3	68	178.14	182.6
3	69	177.55	182.64
3	70	177.71	182.77
3	71	177.5	182.64
3	72	177.71	182.54
3	73	177.48	183.04
3	74	177.47	182.17
3	75	177.81	182.52
3	76	177.65	182.82
3	77	178.04	182.7
3	78	177.56	182.86
3	79	177.72	182.19
3	80	177.58	182.39
3	81	177.51	182.61
3	82	177.57	182.77
3	83	177.62	182.49
3	84	177.29	182.33
3	85	177.44	181.89
3	86	177.69	182.46
3	87	177.31	181.82
3	88	177.74	182.58
3	89	177.17	181.83
3	90	177.7	181.47
3	91	178.17	181.65
3	92	177.64	181.81
3	93	177.49	181.63
3	94	177.57	181.87
3	95	177.46	181.51
3	96	177.7	181.78
3	97	177.34	181.45
3	98	177.76	181.55
3	99	177.15	181.48
4	0	160.63	77.135
4	1	160.9	76.407
4	2	161.64	76.925
4	3	162.07	77.699
4	4	162.06	77.559
4	5	161.3	77.791
4	6	161.23	77.792
4	7	160.01	77.656
4	8	159.82	76.955
4	9	161.07	77.452
4	10	160.14	77.303
4	11	160.5	76.851
4	12	160.17	76.629
4	13	160.72	76.461
4	14	161.57	76.664
4	15	161.63	76.452
4	16	162.07	77.004
4	17	162.33	76.796
4	18	161.36	77.415
4	19	161.4	77.456
4	20	160.18	77.466
4	21	159.69	77.766
4	22	161.24	77.853
4	23	161.04	77.921
4	24	161.67	78.163
4	25	161.33	78.723
4	26	161.25	78.774
